"ROWID","CREATORID","CREATEDTIME","MODIFIEDTIME","employee_id","full_name","badge_number","email","phone","rank_rowid","designation_rowid","unit_rowid","role_rowid","profile_photo","biometric_id","is_active"
"49093000000157043","49093000000013007","2026-06-28 12:52:28:731","2026-06-28 12:52:28:731","EMP00015","Rajata Master","KSP100015","rajata.master@ksp.gov.in","9782918403","49093000000157021","49093000000155055","49093000000153021","49093000000155072","","","true"
"49093000000157044","49093000000013007","2026-06-28 12:52:28:731","2026-06-28 12:52:28:731","EMP00016","Falan Raval","KSP100016","falan.raval@ksp.gov.in","9863729265","49093000000157017","49093000000155051","49093000000153022","49093000000155070","","","true"
"49093000000157045","49093000000013007","2026-06-28 12:52:28:732","2026-06-28 12:52:28:732","EMP00017","Faraj Dora","KSP100017","faraj.dora@ksp.gov.in","9352098066","49093000000157018","49093000000155052","49093000000153022","49093000000155071","","","true"
"49093000000157046","49093000000013007","2026-06-28 12:52:28:732","2026-06-28 12:52:28:732","EMP00018","Elijah Kade","KSP100018","elijah.kade@ksp.gov.in","9120820556","49093000000157021","49093000000155055","49093000000153022","49093000000155072","","","true"
"49093000000157047","49093000000013007","2026-06-28 12:52:28:732","2026-06-28 12:52:28:732","EMP00019","Panini Dhar","KSP100019","panini.dhar@ksp.gov.in","9424296591","49093000000157017","49093000000155051","49093000000153023","49093000000155070","","","true"
"49093000000157048","49093000000013007","2026-06-28 12:52:28:732","2026-06-28 12:52:28:732","EMP00020","Elijah Chandran","KSP100020","elijah.chandran@ksp.gov.in","9710955826","49093000000157018","49093000000155052","49093000000153023","49093000000155071","","","true"
"49093000000157049","49093000000013007","2026-06-28 12:52:28:732","2026-06-28 12:52:28:732","EMP00021","Bimala Gole","KSP100021","bimala.gole@ksp.gov.in","9315475421","49093000000157021","49093000000155055","49093000000153023","49093000000155072","","","true"
"49093000000157050","49093000000013007","2026-06-28 12:52:28:732","2026-06-28 12:52:28:732","EMP00022","Harini Sant","KSP100022","harini.sant@ksp.gov.in","9676702232","49093000000157017","49093000000155051","49093000000153024","49093000000155070","","","true"
"49093000000157051","49093000000013007","2026-06-28 12:52:28:732","2026-06-28 12:52:28:732","EMP00023","Patrick Dube","KSP100023","patrick.dube@ksp.gov.in","9848146679","49093000000157018","49093000000155052","49093000000153024","49093000000155071","","","true"
"49093000000157052","49093000000013007","2026-06-28 12:52:28:732","2026-06-28 12:52:28:732","EMP00024","Bahadurjit Saxena","KSP100024","bahadurjit.saxena@ksp.gov.in","9690153170","49093000000157021","49093000000155055","49093000000153024","49093000000155072","","","true"
"49093000000157053","49093000000013007","2026-06-28 12:52:28:732","2026-06-28 12:52:28:732","EMP00025","Udant Mital","KSP100025","udant.mital@ksp.gov.in","9197056219","49093000000157017","49093000000155051","49093000000153025","49093000000155070","","","true"
"49093000000157054","49093000000013007","2026-06-28 12:52:28:732","2026-06-28 12:52:28:732","EMP00026","Ganga Virk","KSP100026","ganga.virk@ksp.gov.in","9108929900","49093000000157018","49093000000155052","49093000000153025","49093000000155071","","","true"
"49093000000157055","49093000000013007","2026-06-28 12:52:28:732","2026-06-28 12:52:28:732","EMP00027","Wahab Shankar","KSP100027","wahab.shankar@ksp.gov.in","9805388435","49093000000157021","49093000000155055","49093000000153025","49093000000155072","","","true"
"49093000000157056","49093000000013007","2026-06-28 12:52:28:732","2026-06-28 12:52:28:732","EMP00028","Watika Srivastava","KSP100028","watika.srivastava@ksp.gov.in","9934665821","49093000000157017","49093000000155051","49093000000153026","49093000000155070","","","true"
"49093000000157057","49093000000013007","2026-06-28 12:52:28:732","2026-06-28 12:52:28:732","EMP00029","Geetika Randhawa","KSP100029","geetika.randhawa@ksp.gov.in","9936709788","49093000000157018","49093000000155052","49093000000153026","49093000000155071","","","true"
"49093000000157058","49093000000013007","2026-06-28 12:52:28:732","2026-06-28 12:52:28:732","EMP00030","Mitesh Khanna","KSP100030","mitesh.khanna@ksp.gov.in","9191114756","49093000000157021","49093000000155055","49093000000153026","49093000000155072","","","true"
"49093000000157059","49093000000013007","2026-06-28 12:52:28:732","2026-06-28 12:52:28:732","EMP00031","Alka Salvi","KSP100031","alka.salvi@ksp.gov.in","9936523912","49093000000157017","49093000000155051","49093000000153027","49093000000155070","","","true"
"49093000000157060","49093000000013007","2026-06-28 12:52:28:732","2026-06-28 12:52:28:732","EMP00032","Shivansh Srivastava","KSP100032","shivansh.srivastava@ksp.gov.in","9444523268","49093000000157018","49093000000155052","49093000000153027","49093000000155071","","","true"
"49093000000157061","49093000000013007","2026-06-28 12:52:28:732","2026-06-28 12:52:28:732","EMP00033","Timothy Mukhopadhyay","KSP100033","timothy.mukhopadhyay@ksp.gov.in","9413792750","49093000000157021","49093000000155055","49093000000153027","49093000000155072","","","true"
"49093000000157062","49093000000013007","2026-06-28 12:52:28:732","2026-06-28 12:52:28:732","EMP00034","Krishna Dugal","KSP100034","krishna.dugal@ksp.gov.in","9779929576","49093000000157017","49093000000155051","49093000000153028","49093000000155070","","","true"
"49093000000157063","49093000000013007","2026-06-28 12:52:28:732","2026-06-28 12:52:28:732","EMP00035","Gavin Sachar","KSP100035","gavin.sachar@ksp.gov.in","9907350790","49093000000157018","49093000000155052","49093000000153028","49093000000155071","","","true"
"49093000000157064","49093000000013007","2026-06-28 12:52:28:732","2026-06-28 12:52:28:732","EMP00036","Ekansh Deshpande","KSP100036","ekansh.deshpande@ksp.gov.in","9839490738","49093000000157021","49093000000155055","49093000000153028","49093000000155072","","","true"
"49093000000157065","49093000000013007","2026-06-28 12:52:28:732","2026-06-28 12:52:28:732","EMP00037","Abdul Ramakrishnan","KSP100037","abdul.ramakrishnan@ksp.gov.in","9811655229","49093000000157017","49093000000155051","49093000000153029","49093000000155070","","","true"
"49093000000157066","49093000000013007","2026-06-28 12:52:28:732","2026-06-28 12:52:28:732","EMP00038","Veda Boase","KSP100038","veda.boase@ksp.gov.in","9836168018","49093000000157018","49093000000155052","49093000000153029","49093000000155071","","","true"
"49093000000157067","49093000000013007","2026-06-28 12:52:28:732","2026-06-28 12:52:28:732","EMP00039","Warda Ghose","KSP100039","warda.ghose@ksp.gov.in","9200462571","49093000000157021","49093000000155055","49093000000153029","49093000000155072","","","true"
"49093000000157068","49093000000013007","2026-06-28 12:52:28:732","2026-06-28 12:52:28:732","EMP00040","Ubika Krishnamurthy","KSP100040","ubika.krishnamurthy@ksp.gov.in","9575590922","49093000000157017","49093000000155051","49093000000153030","49093000000155070","","","true"
"49093000000157069","49093000000013007","2026-06-28 12:52:28:732","2026-06-28 12:52:28:732","EMP00041","Chanakya Vohra","KSP100041","chanakya.vohra@ksp.gov.in","9720280480","49093000000157018","49093000000155052","49093000000153030","49093000000155071","","","true"
"49093000000157070","49093000000013007","2026-06-28 12:52:28:732","2026-06-28 12:52:28:732","EMP00042","Imaran Manda","KSP100042","imaran.manda@ksp.gov.in","9462387448","49093000000157021","49093000000155055","49093000000153030","49093000000155072","","","true"
"49093000000157071","49093000000013007","2026-06-28 12:52:28:732","2026-06-28 12:52:28:732","EMP00043","Vedhika Doctor","KSP100043","vedhika.doctor@ksp.gov.in","9934433419","49093000000157017","49093000000155051","49093000000153031","49093000000155070","","","true"
"49093000000157072","49093000000013007","2026-06-28 12:52:28:733","2026-06-28 12:52:28:733","EMP00044","Janani Badal","KSP100044","janani.badal@ksp.gov.in","9315713003","49093000000157018","49093000000155052","49093000000153031","49093000000155071","","","true"
"49093000000157073","49093000000013007","2026-06-28 12:52:28:733","2026-06-28 12:52:28:733","EMP00045","Diya Thakur","KSP100045","diya.thakur@ksp.gov.in","9021232007","49093000000157021","49093000000155055","49093000000153031","49093000000155072","","","true"
"49093000000157074","49093000000013007","2026-06-28 12:52:28:733","2026-06-28 12:52:28:733","EMP00046","Arin Roy","KSP100046","arin.roy@ksp.gov.in","9496537340","49093000000157017","49093000000155051","49093000000153032","49093000000155070","","","true"
"49093000000157075","49093000000013007","2026-06-28 12:52:28:733","2026-06-28 12:52:28:733","EMP00047","Sai Sachar","KSP100047","sai.sachar@ksp.gov.in","9889625870","49093000000157018","49093000000155052","49093000000153032","49093000000155071","","","true"
"49093000000157076","49093000000013007","2026-06-28 12:52:28:733","2026-06-28 12:52:28:733","EMP00048","Daksha Nagar","KSP100048","daksha.nagar@ksp.gov.in","9596280841","49093000000157021","49093000000155055","49093000000153032","49093000000155072","","","true"
"49093000000157077","49093000000013007","2026-06-28 12:52:28:733","2026-06-28 12:52:28:733","EMP00049","Liam Rastogi","KSP100049","liam.rastogi@ksp.gov.in","9444613398","49093000000157017","49093000000155051","49093000000153033","49093000000155070","","","true"
"49093000000157078","49093000000013007","2026-06-28 12:52:28:733","2026-06-28 12:52:28:733","EMP00050","Yashawini Chakrabarti","KSP100050","yashawini.chakrabarti@ksp.gov.in","9554926631","49093000000157018","49093000000155052","49093000000153033","49093000000155071","","","true"
"49093000000157079","49093000000013007","2026-06-28 12:52:28:733","2026-06-28 12:52:28:733","EMP00051","Gabriel Dass","KSP100051","gabriel.dass@ksp.gov.in","9068066989","49093000000157021","49093000000155055","49093000000153033","49093000000155072","","","true"
"49093000000157080","49093000000013007","2026-06-28 12:52:28:733","2026-06-28 12:52:28:733","EMP00052","Gautami Nazareth","KSP100052","gautami.nazareth@ksp.gov.in","9134295485","49093000000157017","49093000000155051","49093000000153034","49093000000155070","","","true"
"49093000000157081","49093000000013007","2026-06-28 12:52:28:733","2026-06-28 12:52:28:733","EMP00053","Manya Dass","KSP100053","manya.dass@ksp.gov.in","9539760936","49093000000157018","49093000000155052","49093000000153034","49093000000155071","","","true"
"49093000000157082","49093000000013007","2026-06-28 12:52:28:733","2026-06-28 12:52:28:733","EMP00054","Rajata Roy","KSP100054","rajata.roy@ksp.gov.in","9784551635","49093000000157021","49093000000155055","49093000000153034","49093000000155072","","","true"
"49093000000157083","49093000000013007","2026-06-28 12:52:28:733","2026-06-28 12:52:28:733","EMP00055","Praneel Deol","KSP100055","praneel.deol@ksp.gov.in","9914052069","49093000000157017","49093000000155051","49093000000153035","49093000000155070","","","true"
"49093000000157084","49093000000013007","2026-06-28 12:52:28:733","2026-06-28 12:52:28:733","EMP00056","Lucky Bhat","KSP100056","lucky.bhat@ksp.gov.in","9260992293","49093000000157018","49093000000155052","49093000000153035","49093000000155071","","","true"
"49093000000157085","49093000000013007","2026-06-28 12:52:28:733","2026-06-28 12:52:28:733","EMP00057","Omkaar Borra","KSP100057","omkaar.borra@ksp.gov.in","9961115919","49093000000157021","49093000000155055","49093000000153035","49093000000155072","","","true"
"49093000000157086","49093000000013007","2026-06-28 12:52:28:733","2026-06-28 12:52:28:733","EMP00058","Samesh Kata","KSP100058","samesh.kata@ksp.gov.in","9647850341","49093000000157017","49093000000155051","49093000000153036","49093000000155070","","","true"
"49093000000157087","49093000000013007","2026-06-28 12:52:28:733","2026-06-28 12:52:28:733","EMP00059","Gopal Ganguly","KSP100059","gopal.ganguly@ksp.gov.in","9844879817","49093000000157018","49093000000155052","49093000000153036","49093000000155071","","","true"
"49093000000157088","49093000000013007","2026-06-28 12:52:28:733","2026-06-28 12:52:28:733","EMP00060","Rajata Tata","KSP100060","rajata.tata@ksp.gov.in","9008864769","49093000000157021","49093000000155055","49093000000153036","49093000000155072","","","true"
"49093000000157089","49093000000013007","2026-06-28 12:52:28:734","2026-06-28 12:52:28:734","EMP00061","Indrajit Gandhi","KSP100061","indrajit.gandhi@ksp.gov.in","9749622158","49093000000157017","49093000000155051","49093000000153037","49093000000155070","","","true"
"49093000000157090","49093000000013007","2026-06-28 12:52:28:734","2026-06-28 12:52:28:734","EMP00062","Frederick Acharya","KSP100062","frederick.acharya@ksp.gov.in","9558092055","49093000000157018","49093000000155052","49093000000153037","49093000000155071","","","true"
"49093000000157091","49093000000013007","2026-06-28 12:52:28:734","2026-06-28 12:52:28:734","EMP00063","Balhaar Gour","KSP100063","balhaar.gour@ksp.gov.in","9218620816","49093000000157021","49093000000155055","49093000000153037","49093000000155072","","","true"
"49093000000157092","49093000000013007","2026-06-28 12:52:28:734","2026-06-28 12:52:28:734","EMP00064","Chanchal Goyal","KSP100064","chanchal.goyal@ksp.gov.in","9813853133","49093000000157017","49093000000155051","49093000000153038","49093000000155070","","","true"
"49093000000157093","49093000000013007","2026-06-28 12:52:28:734","2026-06-28 12:52:28:734","EMP00065","Bhavna Jhaveri","KSP100065","bhavna.jhaveri@ksp.gov.in","9039665188","49093000000157018","49093000000155052","49093000000153038","49093000000155071","","","true"
"49093000000157094","49093000000013007","2026-06-28 12:52:28:734","2026-06-28 12:52:28:734","EMP00066","Meera Kata","KSP100066","meera.kata@ksp.gov.in","9239243688","49093000000157021","49093000000155055","49093000000153038","49093000000155072","","","true"
"49093000000157095","49093000000013007","2026-06-28 12:52:28:734","2026-06-28 12:52:28:734","EMP00067","Jyoti Biswas","KSP100067","jyoti.biswas@ksp.gov.in","9629321746","49093000000157017","49093000000155051","49093000000153039","49093000000155070","","","true"
"49093000000157096","49093000000013007","2026-06-28 12:52:28:734","2026-06-28 12:52:28:734","EMP00068","Bishakha Dugar","KSP100068","bishakha.dugar@ksp.gov.in","9242676032","49093000000157018","49093000000155052","49093000000153039","49093000000155071","","","true"
"49093000000157097","49093000000013007","2026-06-28 12:52:28:734","2026-06-28 12:52:28:734","EMP00069","Siya Choudhry","KSP100069","siya.choudhry@ksp.gov.in","9936564144","49093000000157021","49093000000155055","49093000000153039","49093000000155072","","","true"
"49093000000157098","49093000000013007","2026-06-28 12:52:28:734","2026-06-28 12:52:28:734","EMP00070","Quincy Sagar","KSP100070","quincy.sagar@ksp.gov.in","9182999217","49093000000157017","49093000000155051","49093000000153040","49093000000155070","","","true"
"49093000000157099","49093000000013007","2026-06-28 12:52:28:734","2026-06-28 12:52:28:734","EMP00071","Oviya Mohanty","KSP100071","oviya.mohanty@ksp.gov.in","9098121653","49093000000157018","49093000000155052","49093000000153040","49093000000155071","","","true"
"49093000000157100","49093000000013007","2026-06-28 12:52:28:734","2026-06-28 12:52:28:734","EMP00072","Kashish Buch","KSP100072","kashish.buch@ksp.gov.in","9897420068","49093000000157021","49093000000155055","49093000000153040","49093000000155072","","","true"
"49093000000157101","49093000000013007","2026-06-28 12:52:28:734","2026-06-28 12:52:28:734","EMP00073","Anthony Som","KSP100073","anthony.som@ksp.gov.in","9279842851","49093000000157017","49093000000155051","49093000000153041","49093000000155070","","","true"
"49093000000157102","49093000000013007","2026-06-28 12:52:28:734","2026-06-28 12:52:28:734","EMP00074","Kashvi Kannan","KSP100074","kashvi.kannan@ksp.gov.in","9930689747","49093000000157018","49093000000155052","49093000000153041","49093000000155071","","","true"
"49093000000157103","49093000000013007","2026-06-28 12:52:28:734","2026-06-28 12:52:28:734","EMP00075","Alexander Hegde","KSP100075","alexander.hegde@ksp.gov.in","9130918492","49093000000157021","49093000000155055","49093000000153041","49093000000155072","","","true"
"49093000000157104","49093000000013007","2026-06-28 12:52:28:734","2026-06-28 12:52:28:734","EMP00076","Varsha Handa","KSP100076","varsha.handa@ksp.gov.in","9318175126","49093000000157017","49093000000155051","49093000000153042","49093000000155070","","","true"
"49093000000157105","49093000000013007","2026-06-28 12:52:28:734","2026-06-28 12:52:28:734","EMP00077","Dipta Khurana","KSP100077","dipta.khurana@ksp.gov.in","9053404721","49093000000157018","49093000000155052","49093000000153042","49093000000155071","","","true"
"49093000000157106","49093000000013007","2026-06-28 12:52:28:734","2026-06-28 12:52:28:734","EMP00078","Anmol Krish","KSP100078","anmol.krish@ksp.gov.in","9723524119","49093000000157021","49093000000155055","49093000000153042","49093000000155072","","","true"
"49093000000157107","49093000000013007","2026-06-28 12:52:28:734","2026-06-28 12:52:28:734","EMP00079","Nathaniel Dhingra","KSP100079","nathaniel.dhingra@ksp.gov.in","9774712848","49093000000157017","49093000000155051","49093000000153043","49093000000155070","","","true"
"49093000000157108","49093000000013007","2026-06-28 12:52:28:734","2026-06-28 12:52:28:734","EMP00080","Fariq Barman","KSP100080","fariq.barman@ksp.gov.in","9566052084","49093000000157018","49093000000155052","49093000000153043","49093000000155071","","","true"
"49093000000157109","49093000000013007","2026-06-28 12:52:28:734","2026-06-28 12:52:28:734","EMP00081","Mugdha Thaker","KSP100081","mugdha.thaker@ksp.gov.in","9323510259","49093000000157021","49093000000155055","49093000000153043","49093000000155072","","","true"
"49093000000157110","49093000000013007","2026-06-28 12:52:28:734","2026-06-28 12:52:28:734","EMP00082","Sanaya Bhalla","KSP100082","sanaya.bhalla@ksp.gov.in","9409893937","49093000000157017","49093000000155051","49093000000153044","49093000000155070","","","true"
"49093000000157111","49093000000013007","2026-06-28 12:52:28:734","2026-06-28 12:52:28:734","EMP00083","Kashvi Kuruvilla","KSP100083","kashvi.kuruvilla@ksp.gov.in","9362488287","49093000000157018","49093000000155052","49093000000153044","49093000000155071","","","true"
"49093000000157112","49093000000013007","2026-06-28 12:52:28:734","2026-06-28 12:52:28:734","EMP00084","Krish Vora","KSP100084","krish.vora@ksp.gov.in","9301530403","49093000000157021","49093000000155055","49093000000153044","49093000000155072","","","true"
"49093000000157113","49093000000013007","2026-06-28 12:52:28:734","2026-06-28 12:52:28:734","EMP00085","Yachana Raja","KSP100085","yachana.raja@ksp.gov.in","9499486517","49093000000157017","49093000000155051","49093000000153045","49093000000155070","","","true"
"49093000000157114","49093000000013007","2026-06-28 12:52:28:734","2026-06-28 12:52:28:734","EMP00086","Ekalinga Krishna","KSP100086","ekalinga.krishna@ksp.gov.in","9372180731","49093000000157018","49093000000155052","49093000000153045","49093000000155071","","","true"
"49093000000157115","49093000000013007","2026-06-28 12:52:28:734","2026-06-28 12:52:28:734","EMP00087","Yatin Seshadri","KSP100087","yatin.seshadri@ksp.gov.in","9813040495","49093000000157021","49093000000155055","49093000000153045","49093000000155072","","","true"
"49093000000157116","49093000000013007","2026-06-28 12:52:28:734","2026-06-28 12:52:28:734","EMP00088","Champak Mukhopadhyay","KSP100088","champak.mukhopadhyay@ksp.gov.in","9415550234","49093000000157017","49093000000155051","49093000000153046","49093000000155070","","","true"
"49093000000157117","49093000000013007","2026-06-28 12:52:28:734","2026-06-28 12:52:28:734","EMP00089","Megha Ratta","KSP100089","megha.ratta@ksp.gov.in","9681479154","49093000000157018","49093000000155052","49093000000153046","49093000000155071","","","true"
"49093000000157118","49093000000013007","2026-06-28 12:52:28:734","2026-06-28 12:52:28:734","EMP00090","Frado Boase","KSP100090","frado.boase@ksp.gov.in","9735354572","49093000000157021","49093000000155055","49093000000153046","49093000000155072","","","true"
"49093000000157119","49093000000013007","2026-06-28 12:52:28:735","2026-06-28 12:52:28:735","EMP00091","Brinda Purohit","KSP100091","brinda.purohit@ksp.gov.in","9779583317","49093000000157017","49093000000155051","49093000000153047","49093000000155070","","","true"
"49093000000157120","49093000000013007","2026-06-28 12:52:28:735","2026-06-28 12:52:28:735","EMP00092","Dominic Chatterjee","KSP100092","dominic.chatterjee@ksp.gov.in","9465166614","49093000000157018","49093000000155052","49093000000153047","49093000000155071","","","true"
"49093000000157121","49093000000013007","2026-06-28 12:52:28:735","2026-06-28 12:52:28:735","EMP00093","Tanvi Deol","KSP100093","tanvi.deol@ksp.gov.in","9877784510","49093000000157021","49093000000155055","49093000000153047","49093000000155072","","","true"
"49093000000157122","49093000000013007","2026-06-28 12:52:28:735","2026-06-28 12:52:28:735","EMP00094","Ekta Mangal","KSP100094","ekta.mangal@ksp.gov.in","9690602240","49093000000157017","49093000000155051","49093000000153048","49093000000155070","","","true"
"49093000000157123","49093000000013007","2026-06-28 12:52:28:735","2026-06-28 12:52:28:735","EMP00095","Fitan Mohanty","KSP100095","fitan.mohanty@ksp.gov.in","9624412455","49093000000157018","49093000000155052","49093000000153048","49093000000155071","","","true"
"49093000000157124","49093000000013007","2026-06-28 12:52:28:735","2026-06-28 12:52:28:735","EMP00096","Lakshit Goda","KSP100096","lakshit.goda@ksp.gov.in","9793413745","49093000000157021","49093000000155055","49093000000153048","49093000000155072","","","true"
"49093000000157125","49093000000013007","2026-06-28 12:52:28:735","2026-06-28 12:52:28:735","EMP00097","Aarna Dalal","KSP100097","aarna.dalal@ksp.gov.in","9386784721","49093000000157017","49093000000155051","49093000000153049","49093000000155070","","","true"
"49093000000157126","49093000000013007","2026-06-28 12:52:28:735","2026-06-28 12:52:28:735","EMP00098","Pavani Nanda","KSP100098","pavani.nanda@ksp.gov.in","9422745920","49093000000157018","49093000000155052","49093000000153049","49093000000155071","","","true"
"49093000000157127","49093000000013007","2026-06-28 12:52:28:735","2026-06-28 12:52:28:735","EMP00099","Jasmit Iyengar","KSP100099","jasmit.iyengar@ksp.gov.in","9605344717","49093000000157021","49093000000155055","49093000000153049","49093000000155072","","","true"
"49093000000157128","49093000000013007","2026-06-28 12:52:28:735","2026-06-28 12:52:28:735","EMP00100","Falak Khurana","KSP100100","falak.khurana@ksp.gov.in","9101574275","49093000000157017","49093000000155051","49093000000153050","49093000000155070","","","true"
"49093000000157129","49093000000013007","2026-06-28 12:52:28:735","2026-06-28 12:52:28:735","EMP00101","Ishaan Bora","KSP100101","ishaan.bora@ksp.gov.in","9546054759","49093000000157018","49093000000155052","49093000000153050","49093000000155071","","","true"
"49093000000157130","49093000000013007","2026-06-28 12:52:28:735","2026-06-28 12:52:28:735","EMP00102","Pavani Joshi","KSP100102","pavani.joshi@ksp.gov.in","9562300285","49093000000157021","49093000000155055","49093000000153050","49093000000155072","","","true"
"49093000000157131","49093000000013007","2026-06-28 12:52:28:735","2026-06-28 12:52:28:735","EMP00103","Wyatt Batta","KSP100103","wyatt.batta@ksp.gov.in","9030584656","49093000000157017","49093000000155051","49093000000153051","49093000000155070","","","true"
"49093000000157132","49093000000013007","2026-06-28 12:52:28:735","2026-06-28 12:52:28:735","EMP00104","Charan Comar","KSP100104","charan.comar@ksp.gov.in","9068000543","49093000000157018","49093000000155052","49093000000153051","49093000000155071","","","true"
"49093000000157133","49093000000013007","2026-06-28 12:52:28:735","2026-06-28 12:52:28:735","EMP00105","Ronith Dara","KSP100105","ronith.dara@ksp.gov.in","9355421951","49093000000157021","49093000000155055","49093000000153051","49093000000155072","","","true"
"49093000000157134","49093000000013007","2026-06-28 12:52:28:735","2026-06-28 12:52:28:735","EMP00106","Jai Borra","KSP100106","jai.borra@ksp.gov.in","9152150315","49093000000157017","49093000000155051","49093000000153052","49093000000155070","","","true"
"49093000000157135","49093000000013007","2026-06-28 12:52:28:735","2026-06-28 12:52:28:735","EMP00107","Ekalinga Gala","KSP100107","ekalinga.gala@ksp.gov.in","9393541003","49093000000157018","49093000000155052","49093000000153052","49093000000155071","","","true"
"49093000000157136","49093000000013007","2026-06-28 12:52:28:735","2026-06-28 12:52:28:735","EMP00108","Warjas Tak","KSP100108","warjas.tak@ksp.gov.in","9766032032","49093000000157021","49093000000155055","49093000000153052","49093000000155072","","","true"
"49093000000157137","49093000000013007","2026-06-28 12:52:28:735","2026-06-28 12:52:28:735","EMP00109","Rajeshri Raman","KSP100109","rajeshri.raman@ksp.gov.in","9881510233","49093000000157017","49093000000155051","49093000000153053","49093000000155070","","","true"
"49093000000157138","49093000000013007","2026-06-28 12:52:28:735","2026-06-28 12:52:28:735","EMP00110","Gauri Sarraf","KSP100110","gauri.sarraf@ksp.gov.in","9705325161","49093000000157018","49093000000155052","49093000000153053","49093000000155071","","","true"
"49093000000157139","49093000000013007","2026-06-28 12:52:28:735","2026-06-28 12:52:28:735","EMP00111","Netra Babu","KSP100111","netra.babu@ksp.gov.in","9899414963","49093000000157021","49093000000155055","49093000000153053","49093000000155072","","","true"
"49093000000157140","49093000000013007","2026-06-28 12:52:28:735","2026-06-28 12:52:28:735","EMP00112","Vaishnavi Parikh","KSP100112","vaishnavi.parikh@ksp.gov.in","9494367493","49093000000157017","49093000000155051","49093000000153054","49093000000155070","","","true"
"49093000000157141","49093000000013007","2026-06-28 12:52:28:735","2026-06-28 12:52:28:735","EMP00113","Anika Mall","KSP100113","anika.mall@ksp.gov.in","9665435022","49093000000157018","49093000000155052","49093000000153054","49093000000155071","","","true"
